Unnamed: 0,name,celex_code,doc_code,title,publication_date,doc_type,doc_type_code,author,languages,quicksearch_url,classification,date_effect,date_deadline,date_sig
37,no name,32019R1868,2019/1868,Commission Delegated Regulation (EU) 2019/1868 of 28 August 2019 amending Regulation (EU) No 1031/2010 to align the auctioning of allowances with the EU ETS rules for the period 2021 to 2030 and with the classification of allowances as financial instruments pursuant to Directive 2014/65/EU of the European Parliament and of the Council (Text with EEA relevance),2019-08-28,Delegated regulation,R,"European Commission, Directorate-General for Climate Action","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2019%2F1868&lang=en&type=quick&qid=1691485081354,"['EU financial instrument', 'pollution control measures', 'air quality', 'EU Emissions Trading Scheme', 'auction sale', 'greenhouse gas', 'tradeable emission permit', 'EU environmental policy', 'reduction of gas emissions']",2019-11-28,,
38,no name,32017R0584,2017/584,Commission Delegated Regulation (EU) 2017/584 of 14 July 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards specifying organisational requirements of trading venues (Text with EEA relevance. ),2016-07-14,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F584&lang=en&type=quick&qid=1691485125109,"['financial instrument', 'management audit', 'financial control', 'trade policy', 'provision of services', 'investment company', 'information system', 'technical standard', 'financial legislation', 'electronic commerce']",2017-04-20,,
39,no name,32017L0593,2017/593,"Commission Delegated Directive (EU) 2017/593 of 7 April 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to safeguarding of financial instruments and funds belonging to clients, product governance obligations and the rules applicable to the provision or reception of fees, commissions or any monetary or non-monetary benefits (Text with EEA relevance. )",2016-04-07,Delegated directive,L,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F593&lang=en&type=quick&qid=1691485169948,"['investment protection', 'financial instrument', 'management audit', 'financial control', 'provision of services', 'reinsurance', 'bank charges', 'investment company', 'financial legislation']",2017-04-20,,
40,no name,32017R0588,2017/588,"Commission Delegated Regulation (EU) 2017/588 of 14 July 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards on the tick size regime for shares, depositary receipts and exchange-traded funds (Text with EEA relevance. )",2016-07-14,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F588&lang=en&type=quick&qid=1691485213638,"['financial instrument', 'provision of services', 'stock exchange', 'investment company', 'market supervision', 'financial transaction', 'securities', 'technical standard', 'financial legislation']",2017-04-20,,
41,no name,32017R0575,2017/575,Commission Delegated Regulation (EU) 2017/575 of 8 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards concerning the data to be published by execution venues on the quality of execution of transactions (Text with EEA relevance. ),2016-06-08,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F575&lang=en&type=quick&qid=1691485259808,"['trade information', 'financial instrument', 'provision of services', 'investment company', 'financial transaction', 'access to information', 'technical standard', 'financial legislation']",2017-04-20,2018-06-30,
42,no name,32017R0571,2017/571,"Commission Delegated Regulation (EU) 2017/571 of 2 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards on the authorisation, organisational requirements and the publication of transactions for data reporting services providers (Text with EEA relevance. )",2016-06-02,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F571&lang=en&type=quick&qid=1691485290240,"['trade information', 'business data processing', 'financial instrument', 'administrative check', 'management audit', 'provision of services', 'technical regulations', 'investment company', 'financial transaction', 'exchange of information']",2017-04-20,,
43,no name,32017R0586,2017/586,"Commission Delegated Regulation (EU) 2017/586 of 14 July 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the exchange of information between competent authorities when cooperating in supervisory activities, on-the-spot verifications and investigations (Text with EEA relevance. )",2016-07-14,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F586&lang=en&type=quick&qid=1691485335897,"['financial instrument', 'financial control', 'trade policy', 'credit institution', 'investment company', 'information processing', 'technical standard', 'personal data', 'financial legislation', 'exchange of information']",2017-04-20,,
44,no name,32022R1302,2022/1302,Commission Delegated Regulation (EU) 2022/1302 of 20 April 2022 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits (Text with EEA relevance),2022-04-20,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2022%2F1302&lang=en&type=quick&qid=1691485380570,"['financial instrument', 'contract', 'commodities market', 'financial control', 'investment company', 'market supervision', 'financial transaction', 'technical standard', 'financial legislation']",2022-08-15,,
45,no name,32021R1833,2021/1833,Commission Delegated Regulation (EU) 2021/1833 of 14 July 2021 supplementing Directive 2014/65/EU of the European Parliament and of the Council by specifying the criteria for establishing when an activity is to be considered to be ancillary to the main business at group level (Text with EEA relevance),2021-07-14,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2021%2F1833&lang=en&type=quick&qid=1691485426276,"['management audit', 'financial market', 'financial control', 'capital movement', 'provision of services', 'investment company', 'business activity', 'capital market', 'technical standard', 'financial legislation']",2021-11-09,,
46,no name,32017R1018,2017/1018,"Commission Delegated Regulation (EU) 2017/1018 of 29 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards specifying information to be notified by investment firms, market operators and credit institutions (Text with EEA relevance. )",2016-06-29,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F1018&lang=en&type=quick&qid=1691485472391,"['trade information', 'financial instrument', 'management audit', 'provision of services', 'credit institution', 'investment company', 'technical standard', 'right of establishment', 'financial legislation', 'exchange of information']",2017-07-07,,
47,no name,32017R0568,2017/568,Commission Delegated Regulation (EU) 2017/568 of 24 May 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the admission of financial instruments to trading on regulated markets (Text with EEA relevance. ),2016-05-24,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F568&lang=en&type=quick&qid=1691485518242,"['financial instrument', 'management audit', 'official market', 'financial control', 'provision of services', 'stock exchange', 'investment company', 'securities', 'technical standard', 'financial legislation']",2017-04-20,,
48,no name,32021R1254,2021/1254,Commission Delegated Regulation (EU) 2021/1254 of 21 April 2021 correcting Delegated Regulation (EU) 2017/565 supplementing Directive 2014/65/EU of the European Parliament and of the Council as regards organisational requirements and operating conditions for investment firms and defined terms for the purposes of that Directive (Text with EEA relevance),2021-04-21,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2021%2F1254&lang=en&type=quick&qid=1691485563343,"['trade information', 'financial instrument', 'management audit', 'provision of services', 'investment company', 'company structure', 'technical standard', 'financial legislation', 'exchange of information']",2021-08-22,,
49,no name,32021L0338,2021/338,"Directive (EU) 2021/338 of the European Parliament and of the Council of 16 February 2021 amending Directive 2014/65/EU as regards information requirements, product governance and position limits, and Directives 2013/36/EU and (EU) 2019/878 as regards their application to investment firms, to help the recovery from the COVID-19 crisis (Text with EEA relevance)",2021-02-16,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2021%2F338&lang=en&type=quick&qid=1691485607920,"['investment protection', 'financial instrument', 'financial control', 'provision of services', 'economic recovery', 'investment company', 'financial legislation', 'epidemic', 'coronavirus disease']",2020-12-28,2021-07-31,2021-02-16
50,no name,32017R1943,2017/1943,Commission Delegated Regulation (EU) 2017/1943 of 14 July 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards on information and requirements for the authorisation of investment firms (Text with EEA relevance. ),2016-07-14,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F1943&lang=en&type=quick&qid=1691485624622,"['trade information', 'trade licence', 'investment company', 'technical standard', 'personal data', 'financial legislation']",2017-11-15,,
51,no name,32017R0578,2017/578,Commission Delegated Regulation (EU) 2017/578 of 13 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards specifying the requirements on market making agreements and schemes (Text with EEA relevance. ),2016-06-13,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F578&lang=en&type=quick&qid=1691485669474,"['financial instrument', 'trade agreement', 'financial control', 'investment company', 'market supervision', 'technical standard', 'financial legislation']",2017-04-20,,
52,no name,32019L2177,2019/2177,"Directive (EU) 2019/2177 of the European Parliament and of the Council of 18 December 2019 amending Directive 2009/138/EC on the taking-up and pursuit of the business of Insurance and Reinsurance (Solvency II), Directive 2014/65/EU on markets in financial instruments and Directive (EU) 2015/849 on the prevention of the use of the financial system for the purposes of money-laundering or terrorist financing (Text with EEA relevance)",2019-12-18,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2019%2F2177&lang=en&type=quick&qid=1691485713601,"['financial instrument', 'financial control', 'provision of services', 'insurance company', 'financial solvency', 'investment company', 'market supervision', 'insurance law', 'financial legislation']",2019-12-30,,2019-12-18
53,no name,32022R1299,2022/1299,Commission Delegated Regulation (EU) 2022/1299 of 24 March 2022 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards specifying the content of position management controls by trading venues (Text with EEA relevance),2022-03-24,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2022%2F1299&lang=en&type=quick&qid=1691485743891,"['financial control', 'primary product', 'parent company', 'financial transaction', 'technical standard', 'financial legislation', 'financial supervision', 'financial derivative']",2022-08-15,,
54,no name,32017R1946,2017/1946,Commission Delegated Regulation (EU) 2017/1946 of 11 July 2017 supplementing Directives 2004/39/EC and 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for an exhaustive list of information to be included by proposed acquirers in the notification of a proposed acquisition of a qualifying holding in an investment firm (Text with EEA relevance. ),2017-07-11,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F1946&lang=en&type=quick&qid=1691485789124,"['trade information', 'financial instrument', 'shareholding', 'investment company', 'technical standard', 'personal data', 'financial legislation']",2017-11-15,,
55,no name,32017R0574,2017/574,Commission Delegated Regulation (EU) 2017/574 of 7 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the level of accuracy of business clocks (Text with EEA relevance. ),2016-06-07,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F574&lang=en&type=quick&qid=1691485835328,"['trade information', 'financial instrument', 'provision of services', 'investment company', 'financial transaction', 'technical standard', 'financial legislation']",2017-04-20,,
56,no name,32017R0569,2017/569,Commission Delegated Regulation (EU) 2017/569 of 24 May 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the suspension and removal of financial instruments from trading (Text with EEA relevance. ),2016-05-24,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F569&lang=en&type=quick&qid=1691485880554,"['management audit', 'financial market', 'official market', 'financial control', 'provision of services', 'investment company', 'technical standard', 'financial legislation']",2017-04-20,,
57,no name,32017R0576,2017/576,Commission Delegated Regulation (EU) 2017/576 of 8 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the annual publication by investment firms of information on the identity of execution venues and on the quality of execution (Text with EEA relevance. ),2016-06-08,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F576&lang=en&type=quick&qid=1691485924095,"['trade information', 'financial instrument', 'management audit', 'third country', 'provision of services', 'investment company', 'access to information', 'technical standard', 'financial legislation']",2017-04-20,,
58,no name,32017R0570,2017/570,Commission Delegated Regulation (EU) 2017/570 of 26 May 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards for the determination of a material market in terms of liquidity in relation to notifications of a temporary halt in trading (Text with EEA relevance. ),2016-05-26,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F570&lang=en&type=quick&qid=1691485969277,"['financial instrument', 'money-market liquidity', 'official market', 'financial control', 'trade policy', 'capital market', 'technical standard', 'financial legislation', 'exchange of information']",2017-04-20,,
59,no name,32017R0566,2017/566,Commission Delegated Regulation (EU) 2017/566 of 18 May 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards for the ratio of unexecuted orders to transactions in order to prevent disorderly trading conditions (Text with EEA relevance. ),2016-05-18,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F566&lang=en&type=quick&qid=1691486015640,"['financial instrument', 'regulation of transactions', 'restriction on competition', 'financial transaction', 'technical standard', 'financial legislation']",2017-04-20,,
60,no name,32017R0573,2017/573,Commission Delegated Regulation (EU) 2017/573 of 6 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on requirements to ensure fair and non-discriminatory co-location services and fee structures (Text with EEA relevance. ),2016-06-06,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F573&lang=en&type=quick&qid=1691486059719,"['business location', 'financial instrument', 'payment', 'provision of services', 'restriction on competition', 'technical standard', 'financial legislation', 'equal treatment']",2017-04-20,,
61,no name,32016L1034,2016/1034,Directive (EU) 2016/1034 of the European Parliament and of the Council of 23 June 2016 amending Directive 2014/65/EU on markets in financial instruments (Text with EEA relevance),2016-06-23,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F1034&lang=en&type=quick&qid=1691486104549,"['financial instrument', 'financial control', 'investment company', 'financial legislation', 'data collection']",2016-07-01,,2016-06-23
62,no name,32020L1504,2020/1504,Directive (EU) 2020/1504 of the European Parliament and of the Council of 7 October 2020 amending Directive 2014/65/EU on markets in financial instruments (Text with EEA relevance),2020-10-07,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2020%2F1504&lang=en&type=quick&qid=1691486135341,"['innovation', 'investment', 'small and medium-sized enterprises', 'provision of services', 'approximation of laws', 'investment company', 'financial legislation', 'start-up', 'financial services', 'crowdfunding']",2020-11-09,,2020-10-07
63,no name,32019R1011,2019/1011,Commission Delegated Regulation (EU) 2019/1011 of 13 December 2018 amending Commission Delegated Regulation (EU) 2017/565 as regards certain registration conditions to promote the use of SME growth markets for the purposes of Directive 2014/65/EU of the European Parliament and of the Council (Text with EEA relevance.),2018-12-13,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2019%2F1011&lang=en&type=quick&qid=1691486166617,"['trade information', 'financial instrument', 'small and medium-sized enterprises', 'provision of services', 'investment company', 'share capital', 'technical standard', 'financial legislation', 'exchange of information']",2019-06-22,,
64,no name,32018R1963,2018/1963,Commission Implementing Regulation (EU) 2018/1963 of 6 December 2018 conferring protection under Article 99 of Regulation (EU) No 1308/2013 of the European Parliament and of the Council on the name ‘Monzinger Niederberg’ (PDO),2018-12-06,Implementing regulation,R,"European Commission, Directorate-General for Agriculture and Rural Development","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2018%2F63&lang=en&type=quick&qid=1691486213291,"['Germany', 'designation of origin', 'Rhineland-Palatinate', 'white wine', 'wine of superior quality', 'product designation', 'labelling']",2019-01-02,,
65,no name,32017R2294,2017/2294,Commission Delegated Regulation (EU) 2017/2294 of 28 August 2017 amending Delegated Regulation (EU) 2017/565 as regards the specification of the definition of systematic internalisers for the purposes of Directive 2014/65/EU (Text with EEA relevance. ),2017-08-28,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F2294&lang=en&type=quick&qid=1691486258106,"['trade information', 'financial instrument', 'management audit', 'provision of services', 'investment company', 'company structure', 'technical standard', 'financial legislation', 'exchange of information']",2017-12-14,,
66,no name,32022R2402,2022/2402,"Commission Delegated Regulation (EU) 2022/2402 of 16 August 2022 correcting certain language versions of Delegated Regulation (EU) 2017/1018 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards specifying information to be notified by investment firms, market operators and credit institutions (Text with EEA relevance)",2022-08-16,Delegated regulation,R,"European Commission, Directorate-General for Translation","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2022%2F2402&lang=en&type=quick&qid=1691486306593,"['trade information', 'financial instrument', 'management audit', 'provision of services', 'credit institution', 'investment company', 'technical standard', 'right of establishment', 'financial legislation', 'exchange of information']",2022-12-29,,
67,no name,32021R0023,2021/23,"Regulation (EU) 2021/23 of the European Parliament and of the Council of 16 December 2020 on a framework for the recovery and resolution of central counterparties and amending Regulations (EU) No 1095/2010, (EU) No 648/2012, (EU) No 600/2014, (EU) No 806/2014 and (EU) 2015/2365 and Directives 2002/47/EC, 2004/25/EC, 2007/36/EC, 2014/59/EU and (EU) 2017/1132 (Text with EEA relevance)",2020-12-16,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2021%2F23&lang=en&type=quick&qid=1691486351247,"['financial institution', 'financial instrument', 'financial intervention', 'financial solvency', 'financial transaction', 'financial legislation', 'company in difficulties', 'financial services']",2020-07-04,2021-12-31,2020-12-16
68,no name,32022R2554,2022/2554,"Regulation (EU) 2022/2554 of the European Parliament and of the Council of 14 December 2022 on digital operational resilience for the financial sector and amending Regulations (EC) No 1060/2009, (EU) No 648/2012, (EU) No 600/2014, (EU) No 909/2014 and (EU) 2016/1011 (Text with EEA relevance)",2022-12-14,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2022%2F2554&lang=en&type=quick&qid=1691486369628,"['information technology', 'digitisation', 'outsourcing', 'financial services', 'information security', 'risk management', 'cloud computing', 'digital single market', 'financial technology']",2023-01-16,2023-07-17,2022-12-14
69,no name,32019R2033,2019/2033,"Regulation (EU) 2019/2033 of the European Parliament and of the Council of 27 November 2019 on the prudential requirements of investment firms and amending Regulations (EU) No 1093/2010, (EU) No 575/2013, (EU) No 600/2014 and (EU) No 806/2014 (Text with EEA relevance)",2019-11-27,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2019%2F2033&lang=en&type=quick&qid=1691486385261,"['financial control', 'private-sector liquidity', 'investment company', 'capital market', 'venture capital', 'disclosure of information', 'financial legislation', 'financial supervision']",2019-12-25,2019-12-25,2019-11-27
70,no name,32016R1033,2016/1033,"Regulation (EU) 2016/1033 of the European Parliament and of the Council of 23 June 2016 amending Regulation (EU) No 600/2014 on markets in financial instruments, Regulation (EU) No 596/2014 on market abuse and Regulation (EU) No 909/2014 on improving securities settlement in the European Union and on central securities depositories (Text with EEA relevance)",2016-06-23,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F1033&lang=en&type=quick&qid=1691486414326,"['financial instrument', 'financial control', 'investment company', 'market supervision', 'financial transaction', 'securities', 'financial legislation', 'EU office or agency', 'data collection', 'exchange of information']",2016-07-01,,2016-06-23
71,no name,32017R0567,2017/567,"Commission Delegated Regulation (EU) 2017/567 of 18 May 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to definitions, transparency, portfolio compression and supervisory measures on product intervention and positions (Text with EEA relevance. )",2016-05-18,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F567&lang=en&type=quick&qid=1691486452387,"['financial instrument', 'financial control', 'stock exchange', 'market supervision', 'financial transaction', 'securities', 'technical standard', 'financial legislation', 'EU office or agency', 'exchange of information']",2017-04-20,,
72,no name,32017R0583,2017/583,"Commission Delegated Regulation (EU) 2017/583 of 14 July 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on transparency requirements for trading venues and investment firms in respect of bonds, structured finance products, emission allowances and derivatives (Text with EEA relevance. )",2016-07-14,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F583&lang=en&type=quick&qid=1691486498830,"['financial instrument', 'bond', 'stock-exchange listing', 'investment company', 'emission allowance', 'financial transaction', 'technical standard', 'financial legislation']",2017-04-20,2017-07-03,
